Data Set 1: Time (s),Data Set 1: Force G (N),Data Set 1: Force Y (N),Data Set 2: Time (s),Data Set 2: Force G (N),Data Set 2: Force Y (N),Data Set 3: Time (s),Data Set 3: Force G (N),Data Set 3: Force Y (N),Data Set 4: Time (s),Data Set 4: Force G (N),Data Set 4: Force Y (N),Data Set 5: Time (s),Data Set 5: Force G (N),Data Set 5: Force Y (N),Data Set 6: Time (s),Data Set 6: Force G (N),Data Set 6: Force Y (N),Data Set 7: Time (s),Data Set 7: Force G (N),Data Set 7: Force Y (N),Data Set 8: Time (s),Data Set 8: Force G (N),Data Set 8: Force Y (N),Data Set 9: Time (s),Data Set 9: Force G (N),Data Set 9: Force Y (N),Data Set 10: Time (s),Data Set 10: Force G (N),Data Set 10: Force Y (N),Data Set 11: Time (s),Data Set 11: Force G (N),Data Set 11: Force Y (N),Data Set 12: Time (s),Data Set 12: Force G (N),Data Set 12: Force Y (N),Data Set 13: Time (s),Data Set 13: Force G (N),Data Set 13: Force Y (N),Data Set 14: Time (s),Data Set 14: Force G (N),Data Set 14: Force Y (N),Data Set 15: Time (s),Data Set 15: Force G (N),Data Set 15: Force Y (N),Data Set 16: Time (s),Data Set 16: Force G (N),Data Set 16: Force Y (N),Data Set 17: Time (s),Data Set 17: Force G (N),Data Set 17: Force Y (N),Data Set 18: Time (s),Data Set 18: Force G (N),Data Set 18: Force Y (N),Data Set 19: Time (s),Data Set 19: Force G (N),Data Set 19: Force Y (N),Data Set 20: Time (s),Data Set 20: Force G (N),Data Set 20: Force Y (N)
3.460000,0.031158,-0.032623,3.460000,0.018692,-0.008698,3.460000,0.000000,-0.013046,3.460000,0.002075,-0.010872,3.460000,0.000000,-0.008698,3.460000,0.008308,0.004349,3.460000,0.010391,-0.015221,3.460000,0.012466,0.000000,3.460000,0.012466,-0.006523,3.460000,0.010384,0.000000,3.460000,0.010384,0.004349,3.460000,0.010384,0.004349,3.460000,0.006233,0.004349,3.460000,0.014542,0.000000,3.460000,0.000000,0.019577,3.460000,0.006233,-0.010880,3.460000,0.014549,-0.021751,3.460000,0.010391,-0.015228,3.460000,0.008316,0.010872,3.460000,-0.006233,0.019569
3.480000,0.024925,-0.026100,3.480000,0.027008,-0.013046,3.480000,-0.002075,-0.013046,3.480000,-0.004158,-0.013046,3.480000,0.002075,-0.013046,3.480000,-0.498642,0.015221,3.480000,0.000000,-0.008698,3.480000,0.012466,-0.002174,3.480000,0.014542,-0.015221,3.480000,0.008308,-0.004349,3.480000,0.006233,0.006523,3.480000,0.010384,0.002174,3.480000,0.014542,0.002174,3.480000,0.016617,-0.002174,3.480000,0.006233,0.006523,3.480000,-0.004150,-0.010880,3.480000,0.012466,-0.015228,3.480000,0.008316,-0.013054,3.480000,0.020782,0.010872,3.480000,-0.018692,0.013046
3.500000,0.016617,-0.026100,3.500000,0.022850,-0.019569,3.500000,0.004158,-0.013046,3.500000,-0.004158,-0.015221,3.500000,0.002075,-0.010872,3.500000,-6.492695,1.420258,3.500000,0.006233,-0.010872,3.500000,0.012466,-0.004349,3.500000,0.008308,0.000000,3.500000,0.012466,-0.002174,3.500000,0.006233,0.006523,3.500000,0.006233,0.004349,3.500000,0.008308,0.002174,3.500000,0.012466,-0.002174,3.500000,0.010391,0.013046,3.500000,0.002083,-0.010880,3.500000,0.010391,-0.010880,3.500000,0.000000,-0.013054,3.500000,0.035324,0.008698,3.500000,0.004158,0.010872
3.520000,0.014542,-0.028275,3.520000,0.018692,-0.010872,3.520000,0.000000,-0.006523,3.520000,0.004158,-0.006523,3.520000,0.010391,-0.010872,3.520000,-12.842033,8.597683,3.520000,0.010391,-0.006523,3.520000,0.018700,0.004349,3.520000,0.014542,-0.008698,3.520000,0.004150,0.000000,3.520000,0.008308,0.002174,3.520000,0.012466,0.010880,3.520000,0.004150,0.004349,3.520000,0.014542,0.002174,3.520000,0.033249,0.008698,3.520000,0.004158,-0.006523,3.520000,0.016624,-0.019577,3.520000,-0.004150,-0.010880,3.520000,0.039482,0.019577,3.520000,0.022858,0.010872
3.540000,0.016617,-0.039146,3.540000,0.018692,-0.002174,3.540000,0.006233,-0.008698,3.540000,0.004158,-0.008698,3.540000,0.006233,-0.015221,3.540000,-13.037334,14.132999,3.540000,-1.874046,-0.006523,3.540000,0.012466,0.002174,3.540000,0.010391,-0.002174,3.540000,0.008308,-0.004349,3.540000,0.008308,0.006523,3.540000,0.018700,0.004349,3.540000,0.010384,0.008698,3.540000,0.012466,0.004349,3.540000,0.039482,0.006523,3.540000,0.006233,-0.006523,3.540000,0.024933,-0.010880,3.540000,0.004158,-0.008698,3.540000,0.045715,0.013054,3.540000,0.035324,0.008698
3.560000,0.024925,-0.039146,3.560000,0.024925,0.004356,3.560000,0.006233,-0.006523,3.560000,0.004158,-0.002174,3.560000,0.006233,-0.015221,3.560000,-6.779415,12.329945,3.560000,-9.295456,3.682236,3.560000,0.022858,0.002174,3.560000,0.012466,-0.002174,3.560000,0.000000,-0.002174,3.560000,0.004150,0.002174,3.560000,0.004150,-0.004349,3.560000,0.012466,0.006523,3.560000,-0.218155,0.004349,3.560000,0.043633,-0.002174,3.560000,0.002083,-0.010880,3.560000,0.018700,-0.013054,3.560000,0.027016,-0.015228,3.560000,0.031166,0.002174,3.560000,0.024933,0.006523
3.580000,0.012459,-0.032623,3.580000,0.020775,0.008705,3.580000,0.004158,-0.015221,3.580000,0.002075,-0.002174,3.580000,0.010391,-0.019569,3.580000,-2.511894,5.422215,3.580000,-14.396118,11.653530,3.580000,0.010391,-0.006523,3.580000,0.008308,-0.002174,3.580000,0.006233,-0.006523,3.580000,0.006233,0.006523,3.580000,0.004150,0.004349,3.580000,0.008308,0.004349,3.580000,-3.004303,0.002174,3.580000,0.018700,-0.004349,3.580000,0.004158,-0.006523,3.580000,0.012466,-0.010880,3.580000,0.033249,-0.013054,3.580000,0.008316,-0.004349,3.580000,0.024933,0.008698
3.600000,0.016617,-0.039146,3.600000,0.020775,-0.010872,3.600000,0.006233,-0.017395,3.600000,-0.002075,-0.010872,3.600000,0.004158,-0.013046,3.600000,-0.868462,1.816101,3.600000,-11.996418,15.153069,3.600000,0.016624,0.000000,3.600000,0.012466,-0.008698,3.600000,0.008308,0.002174,3.600000,0.004150,0.004349,3.600000,0.012466,0.002174,3.600000,0.002075,0.000000,3.600000,-3.577736,0.021751,3.600000,0.020782,-0.015228,3.600000,0.000000,-0.010880,3.600000,0.012466,-0.013054,3.600000,0.022858,-0.021751,3.600000,-0.002075,0.004349,3.600000,0.008316,0.013046
3.620000,0.020775,-0.043495,3.620000,0.018692,-0.028275,3.620000,-3.446838,0.169647,3.620000,0.006233,-0.019577,3.620000,0.004158,-0.019569,3.620000,-0.290871,0.580719,3.620000,-5.279335,10.328968,3.620000,0.014549,0.000000,3.620000,0.010391,-0.010872,3.620000,0.006233,0.002174,3.620000,0.008308,0.004349,3.620000,0.012466,-0.004349,3.620000,0.000000,0.004349,3.620000,-1.576950,2.479477,3.620000,0.020782,-0.032623,3.620000,-0.004150,-0.004349,3.620000,0.008316,-0.015228,3.620000,0.020782,-0.010880,3.620000,0.000000,0.008698,3.620000,-0.037392,0.004349
3.640000,0.012459,-0.030449,3.640000,0.018692,-0.039146,3.640000,-10.862015,5.674519,3.640000,0.006233,-0.013046,3.640000,-0.002075,-0.015221,3.640000,-0.116348,0.189217,3.640000,-1.896904,3.923660,3.640000,0.020782,0.004349,3.640000,0.006233,-0.013046,3.640000,0.006233,0.002174,3.640000,0.012466,0.006523,3.640000,0.010384,-0.004349,3.640000,0.012466,0.000000,3.640000,-0.563049,4.402153,3.640000,0.004158,-0.039154,3.640000,0.002083,-0.013054,3.640000,0.012466,-0.015228,3.640000,0.027016,-0.015228,3.640000,0.010391,0.013054,3.640000,-0.020775,0.004349
3.660000,0.020775,-0.030449,3.660000,0.022850,-0.034798,3.660000,-14.381577,13.002014,3.660000,0.000000,-0.010872,3.660000,0.004158,-0.010872,3.660000,-0.041557,0.071770,3.660000,-0.648224,1.263664,3.660000,0.022858,0.002174,3.660000,0.004158,-0.006523,3.660000,0.002075,0.006523,3.660000,0.006233,0.006523,3.660000,0.006233,0.000000,3.660000,0.008308,0.000000,3.660000,-0.186989,2.170631,3.660000,-0.002075,-0.026100,3.660000,-0.002075,-0.015228,3.660000,0.012466,-0.019577,3.660000,0.024933,-0.006523,3.660000,0.014549,0.006523,3.660000,-0.002075,0.010872
3.680000,0.016617,-0.026100,3.680000,0.024925,-0.045670,3.680000,-10.190929,14.520149,3.680000,-0.006233,-0.015221,3.680000,0.004158,-0.006523,3.680000,-0.018700,0.028275,3.680000,-0.213997,0.389320,3.680000,0.016624,0.000000,3.680000,0.012466,-0.008698,3.680000,0.010384,-0.002174,3.680000,0.006233,0.004349,3.680000,0.012466,-0.002174,3.680000,0.008308,-0.002174,3.680000,-0.064407,0.741669,3.680000,-0.010384,-0.021751,3.680000,0.004158,-0.017403,3.680000,0.014549,-0.017403,3.680000,0.012466,-0.010880,3.680000,0.020782,0.004349,3.680000,0.004158,0.006523
3.700000,0.016617,-0.026100,3.700000,0.024925,-0.050018,3.700000,-4.140778,8.267090,3.700000,0.000000,-0.010872,3.700000,0.006233,-0.008698,3.700000,-0.002083,0.028275,3.700000,-0.085182,0.119629,3.700000,0.014549,-0.004349,3.700000,0.014542,-0.006523,3.700000,0.004150,0.339294,3.700000,0.010384,0.010880,3.700000,0.006233,0.002174,3.700000,0.012466,0.004349,3.700000,-0.016624,0.232727,3.700000,-0.008308,-0.021751,3.700000,-0.006233,-0.017403,3.700000,0.012466,-0.008698,3.700000,0.004158,-0.010880,3.700000,0.033249,0.004349,3.700000,0.012466,0.006523
3.720000,0.012459,-0.023926,3.720000,0.020775,-0.036972,3.720000,-1.464745,2.947098,3.720000,-0.006233,-0.008698,3.720000,0.008308,-0.010872,3.720000,-0.004158,0.013046,3.720000,-0.029083,0.032631,3.720000,0.010391,-0.004349,3.720000,0.008308,-0.008698,3.720000,-0.839378,3.192871,3.720000,0.010384,0.008698,3.720000,-1.840813,0.128326,3.720000,0.004150,0.006523,3.720000,0.006233,0.082649,3.720000,0.006233,-0.013054,3.720000,-0.006233,-0.017403,3.720000,0.012466,-0.015228,3.720000,0.008316,-0.010880,3.720000,0.018700,0.004349,3.720000,0.016624,0.008698
3.740000,0.020775,-0.021744,3.740000,0.024925,-0.041321,3.740000,-0.492401,0.939590,3.740000,0.002075,-0.006523,3.740000,-2.511894,0.019577,3.740000,-0.002083,0.021744,3.740000,-0.014542,0.008705,3.740000,0.022858,-0.004349,3.740000,0.010391,-0.006523,3.740000,-3.293098,3.332069,3.740000,0.002075,0.004349,3.740000,-3.741871,2.925346,3.740000,0.008308,0.004349,3.740000,0.006233,0.028275,3.740000,0.016624,-0.015228,3.740000,-0.002075,-0.013054,3.740000,0.012466,-0.015228,3.740000,0.012466,-0.010880,3.740000,0.010391,0.002174,3.740000,0.018700,0.015221
3.760000,0.020775,-0.008698,3.760000,0.020775,-0.030449,3.760000,-0.193222,0.284920,3.760000,-0.002075,-0.008698,3.760000,-9.646584,4.510902,3.760000,0.000000,0.010872,3.760000,-0.004150,0.008705,3.760000,0.016624,0.000000,3.760000,0.010391,0.002174,3.760000,-2.501511,1.350662,3.760000,0.008308,-0.002174,3.760000,-2.052734,3.930183,3.760000,0.004150,0.010880,3.760000,0.006233,0.004349,3.760000,0.020782,-0.017403,3.760000,-0.004150,-0.013054,3.760000,0.004158,-0.006523,3.760000,0.008316,-0.010880,3.760000,0.010391,0.002174,3.760000,0.006233,0.006523
3.780000,0.022850,-0.013046,3.780000,0.022850,-0.032623,3.780000,-0.072716,0.086998,3.780000,0.000000,-0.008698,3.780000,-13.698029,11.829704,3.780000,0.000000,0.015221,3.780000,-0.002075,-0.002174,3.780000,0.018700,-0.002174,3.780000,0.014542,0.000000,3.780000,-0.982735,0.432823,3.780000,0.010384,-0.002174,3.780000,-0.762505,1.735634,3.780000,-0.060257,0.002174,3.780000,0.008308,0.004349,3.780000,0.018700,-0.015228,3.780000,0.002083,-0.015228,3.780000,-0.004150,0.002174,3.780000,-0.016617,-0.010880,3.780000,0.006233,0.004349,3.780000,0.008316,0.010872
3.800000,0.012459,-0.015221,3.800000,-0.081032,-0.021744,3.800000,-0.033241,0.030449,3.800000,0.002075,-0.010872,3.800000,-10.425709,14.093853,3.800000,0.000000,0.015221,3.800000,0.004158,-0.004349,3.800000,0.014549,0.002174,3.800000,0.012466,-0.013046,3.800000,-0.351128,0.137024,3.800000,0.016617,0.010880,3.800000,-0.257629,0.569847,3.800000,-2.781990,0.456749,3.800000,0.012466,0.004349,3.800000,0.022858,0.000000,3.800000,-3.328411,0.073952,3.800000,0.002083,0.013046,3.800000,0.002083,-0.010880,3.800000,0.006233,0.017403,3.800000,0.014549,0.000000
3.820000,0.016617,-0.019569,3.820000,-0.220238,-0.017395,3.820000,-0.010384,0.010880,3.820000,0.002075,-0.017395,3.820000,-4.365170,8.617260,3.820000,0.004150,0.017395,3.820000,-0.004150,-0.010872,3.820000,0.014549,0.000000,3.820000,0.008308,-0.008698,3.820000,-0.118431,0.043503,3.820000,0.010384,0.002174,3.820000,-0.091415,0.184875,3.820000,-4.238434,4.017181,3.820000,0.008308,0.002174,3.820000,0.010391,0.000000,3.820000,-8.131966,4.952423,3.820000,-0.004150,0.028275,3.820000,0.012466,-0.010880,3.820000,0.006233,0.026100,3.820000,0.010391,0.010872
3.840000,0.012459,-0.013046,3.840000,-0.251404,-0.013046,3.840000,-0.006226,-0.002174,3.840000,-0.002075,-0.010872,3.840000,-1.562401,3.136322,3.840000,0.002075,0.010872,3.840000,-0.004150,-0.006523,3.840000,0.016624,-0.002174,3.840000,0.016624,-0.004349,3.840000,-0.029091,0.013054,3.840000,0.002075,-0.002174,3.840000,-0.027008,0.056549,3.840000,-2.017410,4.138985,3.840000,0.008308,0.002174,3.840000,0.014549,-0.015228,3.840000,-5.142212,8.219238,3.840000,0.012466,0.026100,3.840000,0.000000,-0.006523,3.840000,0.020782,0.026100,3.840000,0.002083,0.010872
3.860000,0.016617,-0.013046,3.860000,-0.211922,-0.015221,3.860000,-0.002075,-0.006523,3.860000,0.002075,-0.008698,3.860000,-0.527725,0.996140,3.860000,0.006233,0.015221,3.860000,0.002083,-0.008698,3.860000,0.020782,-0.002174,3.860000,0.014542,-0.006523,3.860000,-0.004158,0.006523,3.860000,0.004150,0.010880,3.860000,-0.006233,0.019577,3.860000,-0.731339,1.668205,3.860000,0.004150,0.015228,3.860000,0.014549,-0.028275,3.860000,-1.973778,4.049805,3.860000,0.016624,0.019577,3.860000,0.008316,-0.006523,3.860000,0.016624,0.021751,3.860000,-0.002075,0.013046
3.880000,0.002075,-0.004349,3.880000,-0.118431,-0.021744,3.880000,-0.006226,-0.008698,3.880000,0.002075,-0.013046,3.880000,-0.180756,0.317551,3.880000,0.000000,0.017395,3.880000,0.010391,-0.008698,3.880000,0.016624,-0.004349,3.880000,0.020775,0.000000,3.880000,0.010384,0.000000,3.880000,0.004150,0.002174,3.880000,0.004150,0.002174,3.880000,-0.249321,0.539398,3.880000,0.010384,0.002174,3.880000,0.018700,-0.032623,3.880000,-0.677315,1.372406,3.880000,0.018700,0.010872,3.880000,0.000000,-0.017403,3.880000,0.014549,0.019577,3.880000,-0.004150,0.006523
3.900000,0.012459,-0.013046,3.900000,-0.024933,-0.019569,3.900000,0.002083,-0.004349,3.900000,-0.002075,-0.008698,3.900000,-0.083107,0.100052,3.900000,0.000000,0.013046,3.900000,0.000000,-0.008698,3.900000,0.010391,0.000000,3.900000,0.014542,0.000000,3.900000,0.004150,0.000000,3.900000,0.006233,0.006523,3.900000,0.004150,0.010880,3.900000,-0.078957,0.169647,3.900000,0.010384,0.002174,3.900000,0.014549,-0.023926,3.900000,-0.236847,0.426292,3.900000,0.027016,-0.010880,3.900000,0.012466,-0.010880,3.900000,0.022858,0.008698,3.900000,0.000000,0.008698
3.920000,0.018692,-0.013046,3.920000,0.012459,-0.013046,3.920000,0.000000,-0.015221,3.920000,0.008308,-0.008698,3.920000,-0.031166,0.030449,3.920000,0.004150,0.015221,3.920000,0.006233,-0.015221,3.920000,0.012466,0.002174,3.920000,0.006233,0.002174,3.920000,0.006233,-0.006523,3.920000,0.012466,-0.002174,3.920000,0.006233,0.002174,3.920000,-0.022858,0.058723,3.920000,0.010384,0.004349,3.920000,0.016624,-0.015228,3.920000,-0.083099,0.121796,3.920000,0.037399,-0.015228,3.920000,0.004158,-0.017403,3.920000,0.049866,0.004349,3.920000,0.014549,0.013046
3.940000,0.022850,-0.013046,3.940000,0.014542,-0.017395,3.940000,-0.004150,-0.013046,3.940000,0.004158,-0.013046,3.940000,-0.018700,0.006531,3.940000,-0.002083,0.004349,3.940000,0.002083,-0.023926,3.940000,0.016624,0.000000,3.940000,0.006233,-0.004349,3.940000,0.008308,0.002174,3.940000,0.004150,0.006523,3.940000,0.008308,0.008698,3.940000,-0.006233,0.021751,3.940000,0.010384,0.008698,3.940000,0.014549,-0.017403,3.940000,-0.031158,0.034798,3.940000,0.039482,-0.017403,3.940000,0.002083,-0.017403,3.940000,0.051949,0.008698,3.940000,-0.006233,0.010872
3.960000,0.014542,-0.013046,3.960000,0.020775,-0.013046,3.960000,-0.002075,-0.006523,3.960000,0.004158,-0.013046,3.960000,-0.014542,0.002174,3.960000,0.002075,0.004349,3.960000,0.004158,-0.006523,3.960000,0.016624,0.000000,3.960000,0.014542,-0.002174,3.960000,0.010384,-0.008698,3.960000,0.008308,0.002174,3.960000,0.008308,-0.004349,3.960000,0.000000,0.015228,3.960000,0.006233,0.008698,3.960000,0.012466,-0.008698,3.960000,-0.016617,0.010872,3.960000,0.037399,-0.019577,3.960000,0.002083,-0.013054,3.960000,0.041557,0.019577,3.960000,-0.016617,0.010872
3.980000,-0.002083,-0.006523,3.980000,0.022850,-0.004349,3.980000,-0.004150,-0.006523,3.980000,-0.008308,-0.015221,3.980000,-0.006233,0.000000,3.980000,0.004150,0.008698,3.980000,0.006233,-0.004349,3.980000,0.010391,0.002174,3.980000,0.010391,0.000000,3.980000,0.010384,0.002174,3.980000,0.004150,-0.004349,3.980000,0.008308,-0.006523,3.980000,0.004150,0.015228,3.980000,0.012466,0.002174,3.980000,0.010391,-0.004349,3.980000,-0.010384,-0.002174,3.980000,0.010391,-0.023926,3.980000,0.006233,0.010872,3.980000,0.020782,0.017403,3.980000,-0.002075,0.008698
4.000000,-0.002083,-0.015221,4.000000,0.024925,-0.006523,4.000000,-0.002075,-0.017395,4.000000,0.000000,-0.010872,4.000000,-0.002075,-0.004349,4.000000,0.006233,0.010872,4.000000,0.002083,-0.010872,4.000000,0.016624,-0.004349,4.000000,-0.652382,0.002174,4.000000,0.004150,-0.008698,4.000000,0.008308,0.004349,4.000000,0.006233,0.002174,4.000000,0.000000,0.008698,4.000000,0.010384,0.004349,4.000000,0.008316,-0.010880,4.000000,-0.014542,-0.006523,4.000000,-0.010384,-0.015228,4.000000,-0.004150,0.076126,4.000000,0.006233,0.015228,4.000000,-0.012459,0.008698
4.020000,0.004150,-0.010872,4.020000,0.027008,-0.004349,4.020000,0.006233,-0.013046,4.020000,-0.002075,-0.017395,4.020000,-0.006233,-0.006523,4.020000,0.010384,0.006523,4.020000,0.006233,-0.013046,4.020000,0.014549,-0.002174,4.020000,-3.729404,1.529015,4.020000,0.010384,-0.002174,4.020000,0.004150,-0.002174,4.020000,0.000000,0.002174,4.020000,0.000000,0.010880,4.020000,0.008308,0.004349,4.020000,0.002083,-0.019577,4.020000,-0.010384,-0.010880,4.020000,0.000000,-0.015228,4.020000,0.004158,0.093521,4.020000,0.006233,0.021751,4.020000,0.002083,0.067421
4.040000,0.008308,-0.015221,4.040000,0.027008,-0.006523,4.040000,0.002083,-0.010872,4.040000,-0.006233,-0.013046,4.040000,0.000000,-0.004349,4.040000,0.002075,0.006523,4.040000,0.006233,-0.006523,4.040000,0.018700,0.006523,4.040000,-3.336723,4.643578,4.040000,0.010384,-0.004349,4.040000,0.014542,0.002174,4.040000,0.012466,0.002174,4.040000,0.008308,0.004349,4.040000,0.010384,0.004349,4.040000,0.002083,-0.010880,4.040000,-0.002075,-0.013054,4.040000,0.024933,-0.023926,4.040000,0.008316,0.065247,4.040000,-0.008308,0.017403,4.040000,0.012466,0.117447
4.060000,0.012459,-0.008698,4.060000,0.022850,-0.010872,4.060000,0.002083,-0.010872,4.060000,-0.004158,-0.019577,4.060000,0.004158,-0.010872,4.060000,0.002075,0.004349,4.060000,0.008316,-0.006523,4.060000,0.020782,0.008698,4.060000,-1.360870,3.021042,4.060000,0.010384,-0.002174,4.060000,0.006233,0.008698,4.060000,0.004150,0.002174,4.060000,0.000000,0.008698,4.060000,0.010384,0.008698,4.060000,-0.002075,-0.008698,4.060000,0.000000,-0.015228,4.060000,0.045715,-0.028275,4.060000,0.020782,0.013046,4.060000,0.008316,0.019577,4.060000,0.016624,0.093521
4.080000,0.008308,-0.010872,4.080000,0.020775,-0.017395,4.080000,0.000000,-0.017395,4.080000,-0.004158,-0.013046,4.080000,0.000000,-0.008698,4.080000,0.000000,0.008698,4.080000,0.006233,0.000000,4.080000,0.014549,0.008698,4.080000,-0.482018,1.083138,4.080000,0.006233,-0.004349,4.080000,0.010384,0.006523,4.080000,0.004150,-0.002174,4.080000,0.004150,0.006523,4.080000,0.010384,0.004349,4.080000,-0.004150,-0.015228,4.080000,-0.008308,-0.010880,4.080000,0.049866,-0.010880,4.080000,0.010391,-0.028275,4.080000,0.029091,0.010872,4.080000,0.020782,0.076118
4.100000,0.014542,-0.010872,4.100000,0.018692,-0.017395,4.100000,0.002083,-0.008698,4.100000,0.002075,-0.010872,4.100000,0.000000,-0.015221,4.100000,0.004150,0.008698,4.100000,0.002083,-0.013046,4.100000,0.014549,0.004349,4.100000,-0.164131,0.337120,4.100000,0.010384,0.000000,4.100000,-0.132973,0.006523,4.100000,0.006233,-0.002174,4.100000,0.012466,0.006523,4.100000,0.010384,0.004349,4.100000,0.006233,-0.002174,4.100000,-0.004150,-0.015228,4.100000,0.016624,-0.013054,4.100000,0.006233,-0.041328,4.100000,0.062332,0.010872,4.100000,0.014549,0.030449
4.120000,0.010384,-0.019569,4.120000,0.024925,-0.013046,4.120000,0.002083,-0.017395,4.120000,0.002075,0.182701,4.120000,0.000000,-0.010872,4.120000,0.010384,0.015221,4.120000,0.006233,-0.002174,4.120000,0.014549,0.000000,4.120000,-0.051941,0.115273,4.120000,0.016617,0.004349,4.120000,-2.050652,0.502419,4.120000,0.014542,0.002174,4.120000,0.006233,0.004349,4.120000,0.014542,0.008698,4.120000,0.008316,-0.015228,4.120000,0.000000,-0.013054,4.120000,0.012466,-0.004349,4.120000,0.006233,-0.045677,4.120000,0.058182,0.008698,4.120000,0.012466,0.015221
4.140000,0.020775,-0.017395,4.140000,0.027008,-0.015221,4.140000,0.004158,-0.015221,4.140000,-0.860153,5.591869,4.140000,-0.002075,-0.006523,4.140000,0.006233,0.010872,4.140000,0.008316,-0.013046,4.140000,0.016624,0.002174,4.140000,-0.010384,0.034805,4.140000,0.012466,0.006523,4.140000,-2.495277,2.760048,4.140000,0.004150,0.002174,4.140000,0.000000,0.004349,4.140000,0.010384,0.010880,4.140000,0.022858,-0.015228,4.140000,-0.002075,-0.008698,4.140000,0.016624,-0.008698,4.140000,0.008316,-0.034798,4.140000,0.012466,0.002174,4.140000,0.010391,0.002174
4.160000,0.014542,-0.015221,4.160000,0.022850,-0.019569,4.160000,0.000000,-0.013046,4.160000,-7.211567,12.573544,4.160000,0.000000,-0.008698,4.160000,0.006233,0.006523,4.160000,0.004158,-0.006523,4.160000,0.016624,0.000000,4.160000,0.002075,0.006531,4.160000,0.010384,-0.004349,4.160000,-1.107399,2.364204,4.160000,0.000000,0.002174,4.160000,0.008308,0.000000,4.160000,0.010384,0.006523,4.160000,0.020782,-0.006523,4.160000,-0.004150,-0.015228,4.160000,0.016624,-0.013054,4.160000,0.002083,-0.023926,4.160000,-0.014542,0.008698,4.160000,0.002083,0.004349
4.180000,0.014542,-0.017395,4.180000,0.027008,-0.017395,4.180000,0.002083,-0.013046,4.180000,-13.037331,13.806755,4.180000,-0.006233,-0.008698,4.180000,0.006233,0.008698,4.180000,0.006233,-0.006523,4.180000,0.012466,0.000000,4.180000,0.006233,0.004349,4.180000,0.010384,-0.002174,4.180000,-0.400993,0.906967,4.180000,0.008308,0.002174,4.180000,0.000000,0.000000,4.180000,0.014542,-0.004349,4.180000,0.018700,0.002174,4.180000,0.000000,-0.013054,4.180000,0.022858,-0.021751,4.180000,-0.004150,-0.019577,4.180000,-0.016617,0.000000,4.180000,0.008316,0.010872
4.200000,0.014542,-0.019569,4.200000,0.029083,-0.015221,4.200000,0.008316,-0.010872,4.200000,-12.470127,7.699421,4.200000,-0.002075,-0.008698,4.200000,0.006233,0.008698,4.200000,0.004158,-0.008698,4.200000,0.014549,0.002174,4.200000,0.004158,-0.002174,4.200000,0.010384,0.002174,4.200000,-0.137131,0.289276,4.200000,0.006233,0.006523,4.200000,0.006233,0.006523,4.200000,0.010384,0.004349,4.200000,0.018700,-0.004349,4.200000,-0.008308,-0.017403,4.200000,0.018700,-0.017403,4.200000,-0.006233,-0.006523,4.200000,-0.006233,0.000000,4.200000,0.016624,0.002174
4.220000,0.004150,-0.015221,4.220000,0.029083,-0.017395,4.220000,0.002083,-0.015221,4.220000,-6.135338,2.720901,4.220000,0.002075,-0.008698,4.220000,-0.002083,0.010872,4.220000,0.006233,-0.015221,4.220000,0.014549,0.000000,4.220000,0.006233,0.000000,4.220000,0.008308,0.008698,4.220000,-0.043633,0.093529,4.220000,0.006233,0.008698,4.220000,0.006233,0.008698,4.220000,0.012466,-0.002174,4.220000,-0.002075,-0.008698,4.220000,0.000000,-0.004349,4.220000,0.014549,-0.015228,4.220000,-0.002075,-0.004349,4.220000,0.006233,0.006523,4.220000,0.018700,0.006523
4.240000,0.008308,-0.013046,4.240000,0.024925,-0.019569,4.240000,0.008316,-0.013046,4.240000,-2.245949,0.859116,4.240000,-0.004158,-0.006523,4.240000,0.004150,0.008698,4.240000,0.000000,-0.006523,4.240000,0.012466,-0.002174,4.240000,0.008308,-0.004349,4.240000,0.012466,0.002174,4.240000,-0.008316,0.028275,4.240000,0.004150,-0.002174,4.240000,0.010384,0.010880,4.240000,0.006233,0.002174,4.240000,0.008316,-0.006523,4.240000,-0.002075,-0.015228,4.240000,0.000000,-0.015228,4.240000,0.010391,-0.006523,4.240000,0.012466,0.013054,4.240000,0.014549,0.006523
4.260000,0.006226,-0.008698,4.260000,0.027008,-0.023926,4.260000,0.002083,-0.017395,4.260000,-0.774963,0.267525,4.260000,0.000000,-0.017395,4.260000,0.010384,0.008698,4.260000,0.012466,-0.010872,4.260000,0.018700,-0.004349,4.260000,0.006233,-0.002174,4.260000,0.010384,-0.008698,4.260000,0.006233,0.017403,4.260000,0.008308,0.008698,4.260000,0.000000,0.006523,4.260000,0.008308,0.002174,4.260000,-0.002075,0.000000,4.260000,-0.002075,-0.010880,4.260000,-0.029083,-0.008698,4.260000,0.012466,-0.015228,4.260000,0.018700,0.017403,4.260000,0.022858,0.008698
