Data Set 1: Time (s),Data Set 1: Force G (N),Data Set 1: Force Y (N),Data Set 2: Time (s),Data Set 2: Force G (N),Data Set 2: Force Y (N),Data Set 3: Time (s),Data Set 3: Force G (N),Data Set 3: Force Y (N),Data Set 4: Time (s),Data Set 4: Force G (N),Data Set 4: Force Y (N),Data Set 5: Time (s),Data Set 5: Force G (N),Data Set 5: Force Y (N),Data Set 6: Time (s),Data Set 6: Force G (N),Data Set 6: Force Y (N),Data Set 7: Time (s),Data Set 7: Force G (N),Data Set 7: Force Y (N),Data Set 8: Time (s),Data Set 8: Force G (N),Data Set 8: Force Y (N),Data Set 9: Time (s),Data Set 9: Force G (N),Data Set 9: Force Y (N),Data Set 10: Time (s),Data Set 10: Force G (N),Data Set 10: Force Y (N),Data Set 11: Time (s),Data Set 11: Force G (N),Data Set 11: Force Y (N),Data Set 12: Time (s),Data Set 12: Force G (N),Data Set 12: Force Y (N),Data Set 13: Time (s),Data Set 13: Force G (N),Data Set 13: Force Y (N),Data Set 14: Time (s),Data Set 14: Force G (N),Data Set 14: Force Y (N),Data Set 15: Time (s),Data Set 15: Force G (N),Data Set 15: Force Y (N),Data Set 16: Time (s),Data Set 16: Force G (N),Data Set 16: Force Y (N),Data Set 17: Time (s),Data Set 17: Force G (N),Data Set 17: Force Y (N),Data Set 18: Time (s),Data Set 18: Force G (N),Data Set 18: Force Y (N),Data Set 19: Time (s),Data Set 19: Force G (N),Data Set 19: Force Y (N),Data Set 20: Time (s),Data Set 20: Force G (N),Data Set 20: Force Y (N)
1.780000,0.018692,-0.010872,1.780000,0.024925,-0.013046,1.780000,0.002083,-0.010872,1.780000,-0.002075,-0.006523,1.780000,0.006233,-0.008698,1.780000,0.006233,-0.002174,1.780000,0.000000,-0.013046,1.780000,0.024933,0.002174,1.780000,0.014542,0.002174,1.780000,0.004150,0.002174,1.780000,0.006233,0.002174,1.780000,0.006233,-0.002174,1.780000,0.012466,-0.004349,1.780000,0.010384,0.006523,1.780000,-0.004150,-0.002174,1.780000,0.004158,-0.008698,1.780000,-0.276329,0.535042,1.780000,0.014549,0.000000,1.780000,0.020782,0.010872,1.780000,0.014549,0.015221
1.800000,0.022850,-0.019569,1.800000,0.020775,-0.008698,1.800000,0.010391,-0.006523,1.800000,0.004158,-0.015221,1.800000,0.010391,-0.008698,1.800000,0.002075,0.008698,1.800000,0.008316,-0.013046,1.800000,0.016624,0.000000,1.800000,0.016624,0.000000,1.800000,0.020775,0.002174,1.800000,0.012466,0.002174,1.800000,0.008308,-0.002174,1.800000,0.012466,0.002174,1.800000,0.014542,0.000000,1.800000,0.006233,-0.006523,1.800000,-0.002075,-0.015228,1.800000,-0.095566,0.160950,1.800000,0.016624,-0.013054,1.800000,0.012466,0.008698,1.800000,0.022858,0.013046
1.820000,0.020775,-0.017395,1.820000,0.018692,-0.015221,1.820000,0.000000,-0.010872,1.820000,0.004158,-0.017395,1.820000,0.002075,-0.013046,1.820000,0.008308,0.002174,1.820000,0.006233,-0.008698,1.820000,0.016624,0.002174,1.820000,0.016624,0.000000,1.820000,0.012466,0.000000,1.820000,0.010384,0.002174,1.820000,0.010384,0.002174,1.820000,0.012466,0.002174,1.820000,0.012466,0.000000,1.820000,0.006233,-0.008698,1.820000,-0.004150,-0.008698,1.820000,-0.027008,0.045677,1.820000,0.020782,-0.013054,1.820000,0.008316,0.013054,1.820000,0.022858,0.010872
1.840000,0.018692,-0.010872,1.840000,0.018692,-0.013046,1.840000,0.004158,-0.006523,1.840000,0.002075,-0.008698,1.840000,0.010391,-0.008698,1.840000,0.004150,0.004349,1.840000,0.002083,-0.013046,1.840000,0.020782,0.000000,1.840000,0.014542,-0.006523,1.840000,0.008308,0.002174,1.840000,0.004150,0.002174,1.840000,0.012466,-0.002174,1.840000,0.012466,0.004349,1.840000,0.012466,0.002174,1.840000,0.012466,-0.008698,1.840000,0.000000,-0.021751,1.840000,-0.006233,0.013046,1.840000,0.020782,-0.013054,1.840000,0.010391,0.004349,1.840000,0.018700,0.013046
1.860000,0.018692,-0.019569,1.860000,0.022850,-0.017395,1.860000,0.006233,-0.008698,1.860000,0.006233,-0.010872,1.860000,0.002075,-0.010872,1.860000,0.008308,0.006523,1.860000,0.012466,-0.008698,1.860000,0.016624,0.002174,1.860000,0.016624,0.000000,1.860000,0.006233,0.002174,1.860000,0.014542,0.006523,1.860000,0.010384,0.002174,1.860000,0.008308,0.008698,1.860000,0.016617,0.000000,1.860000,0.016624,-0.015228,1.860000,0.006233,-0.019577,1.860000,0.002083,-0.002174,1.860000,0.014549,-0.008698,1.860000,0.014549,0.006523,1.860000,0.014549,0.006523
1.880000,0.016617,-0.010872,1.880000,0.016617,-0.019569,1.880000,0.002083,-0.013046,1.880000,0.004158,-0.008698,1.880000,0.002075,-0.010872,1.880000,0.004150,0.004349,1.880000,0.018700,-0.013046,1.880000,0.016624,0.002174,1.880000,0.014542,-0.004349,1.880000,0.010384,-0.004349,1.880000,0.012466,0.006523,1.880000,0.012466,0.004349,1.880000,0.016617,-0.002174,1.880000,0.012466,-0.002174,1.880000,0.018700,-0.008698,1.880000,0.000000,-0.015228,1.880000,0.004158,-0.015228,1.880000,0.014549,-0.006523,1.880000,-0.014542,0.008698,1.880000,0.014549,0.010872
1.900000,0.016617,-0.015221,1.900000,0.018692,-0.013046,1.900000,0.000000,-0.010872,1.900000,0.004158,-0.013046,1.900000,0.010391,-0.013046,1.900000,0.000000,0.006523,1.900000,0.010391,-0.004349,1.900000,0.018700,0.004349,1.900000,0.016624,-0.004349,1.900000,0.006233,0.000000,1.900000,0.006233,-0.004349,1.900000,0.012466,-0.008698,1.900000,0.006233,0.006523,1.900000,0.006233,-0.004349,1.900000,0.016624,-0.015228,1.900000,0.002083,-0.013054,1.900000,0.008316,-0.008698,1.900000,0.022858,-0.015228,1.900000,-6.301548,0.663368,1.900000,0.016624,0.004349
1.920000,0.014542,-0.013046,1.920000,0.029083,-0.013046,1.920000,0.002083,-0.015221,1.920000,-0.002075,-0.015221,1.920000,0.000000,-0.015221,1.920000,0.000000,0.000000,1.920000,0.008316,-0.008698,1.920000,0.022858,0.004349,1.920000,0.014542,-0.008698,1.920000,0.010384,0.004349,1.920000,0.012466,0.002174,1.920000,0.006233,-0.002174,1.920000,0.008308,0.000000,1.920000,0.014542,-0.002174,1.920000,0.010391,-0.015228,1.920000,0.004158,-0.010880,1.920000,0.010391,-0.008698,1.920000,0.012466,-0.008698,1.920000,-6.953934,8.656410,1.920000,0.016624,0.008698
1.940000,0.022850,-0.013046,1.940000,0.020775,-0.010872,1.940000,0.006233,-0.017395,1.940000,0.000000,-0.013046,1.940000,0.006233,-0.015221,1.940000,0.008308,0.006523,1.940000,0.008316,-0.015221,1.940000,0.016624,0.000000,1.940000,0.008308,-0.010872,1.940000,0.008308,-0.004349,1.940000,0.012466,0.002174,1.940000,0.014542,0.008698,1.940000,0.006233,0.002174,1.940000,0.012466,-0.002174,1.940000,0.016624,-0.010880,1.940000,0.002083,-0.008698,1.940000,0.004158,-0.006523,1.940000,0.020782,-0.015228,1.940000,-2.848473,5.974663,1.940000,0.018700,0.013046
1.960000,0.024925,-0.008698,1.960000,0.027008,-0.010872,1.960000,0.000000,-0.010872,1.960000,-0.002075,-0.013046,1.960000,0.000000,-0.015221,1.960000,0.004150,0.004349,1.960000,0.008316,-0.010872,1.960000,0.016624,-0.004349,1.960000,0.012466,-0.013046,1.960000,0.012466,0.002174,1.960000,0.008308,0.006523,1.960000,0.010384,0.002174,1.960000,0.010384,0.006523,1.960000,0.008308,-0.006523,1.960000,0.008316,-0.013054,1.960000,0.002083,-0.013054,1.960000,0.008316,-0.010880,1.960000,-0.103882,-0.015228,1.960000,-1.005585,2.155403,1.960000,0.016624,0.010872
1.980000,0.022850,-0.010872,1.980000,0.022850,-0.013046,1.980000,0.002083,-0.010872,1.980000,0.004158,-0.013046,1.980000,0.002075,-0.004349,1.980000,0.004150,0.000000,1.980000,0.004158,-0.013046,1.980000,0.018700,-0.006523,1.980000,0.016624,-0.006523,1.980000,0.012466,-0.004349,1.980000,0.006233,-0.004349,1.980000,0.012466,0.004349,1.980000,0.004150,0.002174,1.980000,0.012466,0.000000,1.980000,0.018700,-0.008698,1.980000,0.002083,-0.021751,1.980000,0.004158,-0.015228,1.980000,-6.827194,0.965691,1.980000,-0.334503,0.695992,1.980000,-4.273746,0.065247
2.000000,0.016617,-0.013046,2.000000,0.020775,-0.010872,2.000000,0.004158,-0.019577,2.000000,-0.002075,-0.008698,2.000000,0.008308,-0.015221,2.000000,0.006233,0.004349,2.000000,0.012466,-0.010872,2.000000,0.020782,-0.002174,2.000000,0.018700,-0.004349,2.000000,0.010384,0.008698,2.000000,0.016617,0.006523,2.000000,0.014542,0.000000,2.000000,0.004150,0.008698,2.000000,0.006233,0.002174,2.000000,0.012466,-0.013054,2.000000,-0.002075,-0.010880,2.000000,0.016624,-0.008698,2.000000,-6.347256,8.702084,2.000000,-0.114265,0.221848,2.000000,-7.219872,6.681526
2.020000,0.016617,-0.010872,2.020000,0.022850,-0.019569,2.020000,0.000000,-0.015221,2.020000,0.004158,-0.015221,2.020000,0.006233,-0.013046,2.020000,0.004150,0.004349,2.020000,0.006233,-0.013046,2.020000,0.018700,0.006523,2.020000,0.016624,-0.006523,2.020000,0.010384,0.002174,2.020000,0.004150,0.002174,2.020000,0.010384,0.002174,2.020000,0.012466,0.002174,2.020000,0.008308,0.002174,2.020000,0.016624,-0.010880,2.020000,-0.002075,-0.013054,2.020000,0.014549,-0.010880,2.020000,-2.538902,5.459190,2.020000,-0.031158,0.073952,2.020000,-3.182976,6.555378
2.040000,0.016617,-0.015221,2.040000,0.031158,-0.013046,2.040000,0.008316,-0.019577,2.040000,0.006233,-0.010872,2.040000,0.004158,-0.013046,2.040000,0.006233,0.006523,2.040000,0.000000,-0.013046,2.040000,0.018700,0.000000,2.040000,0.016624,-0.017395,2.040000,0.010384,0.000000,2.040000,0.006233,0.008698,2.040000,0.014542,0.004349,2.040000,0.016617,0.002174,2.040000,0.014542,0.004349,2.040000,0.012466,-0.013054,2.040000,0.000000,-0.006523,2.040000,0.012466,-0.008698,2.040000,-0.883003,1.929207,2.040000,-0.006233,0.032623,2.040000,-1.128166,2.518623
2.060000,0.020775,-0.013046,2.060000,0.022850,-0.008698,2.060000,0.002083,-0.010872,2.060000,0.000000,-0.010872,2.060000,-0.002075,-0.013046,2.060000,0.000000,0.006523,2.060000,0.008316,-0.013046,2.060000,0.018700,0.000000,2.060000,0.006233,-0.008698,2.060000,0.012466,-0.002174,2.060000,0.004150,-0.002174,2.060000,0.016617,0.000000,2.060000,0.006233,0.000000,2.060000,0.010384,-0.002174,2.060000,0.014549,-0.017403,2.060000,0.002083,-0.015228,2.060000,0.014549,-0.010880,2.060000,-0.299179,0.600296,2.060000,0.008316,0.019577,2.060000,-0.380211,0.819962
2.080000,0.027008,-0.013046,2.080000,0.022850,-0.013046,2.080000,0.008316,-0.013046,2.080000,0.002075,-0.006523,2.080000,-0.006233,-0.013046,2.080000,0.006233,0.004349,2.080000,0.012466,-0.015221,2.080000,0.014549,-0.004349,2.080000,0.018700,-0.004349,2.080000,0.016617,0.002174,2.080000,0.008308,0.000000,2.080000,0.006233,-0.004349,2.080000,0.018700,0.008698,2.080000,0.014542,0.004349,2.080000,0.010391,-0.013054,2.080000,0.000000,-0.015228,2.080000,0.016624,-0.013054,2.080000,-0.099724,0.178345,2.080000,0.016624,0.015228,2.080000,-0.120499,0.265343
2.100000,0.022850,-0.013046,2.100000,0.018692,-0.013046,2.100000,0.004158,-0.013046,2.100000,0.000000,-0.013046,2.100000,-0.002075,-0.008698,2.100000,0.006233,0.004349,2.100000,0.006233,-0.013046,2.100000,0.016624,0.002174,2.100000,0.014542,-0.002174,2.100000,0.014542,0.002174,2.100000,0.006233,0.008698,2.100000,0.008308,0.002174,2.100000,0.016617,0.010880,2.100000,0.006233,0.006523,2.100000,0.010391,-0.013054,2.100000,0.000000,-0.013054,2.100000,0.012466,-0.015228,2.100000,-0.027008,0.054375,2.100000,0.010391,0.010872,2.100000,-0.039474,0.089172
2.120000,0.020775,-0.013046,2.120000,0.020775,-0.008698,2.120000,0.000000,-0.010872,2.120000,0.006233,-0.013046,2.120000,0.000000,-0.017395,2.120000,0.004150,0.004349,2.120000,0.000000,-0.008698,2.120000,0.014549,-0.002174,2.120000,0.016624,-0.006523,2.120000,0.004150,0.002174,2.120000,0.000000,0.002174,2.120000,0.012466,0.002174,2.120000,0.004150,0.000000,2.120000,0.010384,0.000000,2.120000,0.022858,-0.008698,2.120000,0.002083,-0.008698,2.120000,0.012466,-0.015228,2.120000,0.004158,0.010872,2.120000,0.010391,0.021751,2.120000,-0.002075,0.036972
2.140000,0.020775,-0.010872,2.140000,0.020775,-0.010872,2.140000,0.000000,-0.010872,2.140000,0.004158,-0.008698,2.140000,0.002075,-0.013046,2.140000,0.008308,0.002174,2.140000,0.010391,-0.010872,2.140000,0.018700,0.000000,2.140000,0.016624,-0.006523,2.140000,0.012466,-0.002174,2.140000,0.004150,0.002174,2.140000,0.008308,-0.004349,2.140000,0.012466,0.004349,2.140000,0.010384,0.002174,2.140000,0.008316,-0.019577,2.140000,0.000000,-0.019577,2.140000,0.010391,-0.010880,2.140000,0.000000,-0.002174,2.140000,0.014549,0.015228,2.140000,0.004158,0.021744
2.160000,0.027008,-0.013046,2.160000,0.029083,-0.013046,2.160000,0.006233,-0.006523,2.160000,-0.002075,-0.010872,2.160000,-0.004158,-0.013046,2.160000,0.000000,0.002174,2.160000,-0.002075,-0.006523,2.160000,0.020782,-0.004349,2.160000,0.014542,0.000000,2.160000,0.006233,-0.004349,2.160000,0.004150,0.008698,2.160000,0.010384,0.008698,2.160000,0.012466,0.006523,2.160000,0.004150,-0.004349,2.160000,0.014549,-0.010880,2.160000,-0.004150,-0.019577,2.160000,0.012466,-0.008698,2.160000,0.012466,-0.006523,2.160000,0.012466,0.006523,2.160000,0.010391,0.013046
2.180000,0.016617,-0.017395,2.180000,0.022850,-0.002174,2.180000,0.000000,-0.008698,2.180000,0.002075,-0.010872,2.180000,-0.002075,-0.013046,2.180000,0.004150,0.008698,2.180000,0.004158,-0.010872,2.180000,0.016624,-0.002174,2.180000,0.014542,-0.006523,2.180000,0.010384,-0.002174,2.180000,0.006233,0.000000,2.180000,0.008308,0.006523,2.180000,0.012466,0.006523,2.180000,0.008308,0.004349,2.180000,0.018700,-0.010880,2.180000,0.004158,-0.017403,2.180000,0.008316,-0.017403,2.180000,0.012466,-0.008698,2.180000,0.016624,0.010872,2.180000,0.006233,0.021744
2.200000,0.018692,-0.006523,2.200000,0.027008,-0.013046,2.200000,0.000000,-0.013046,2.200000,-0.004158,-0.015221,2.200000,-0.004158,-0.006523,2.200000,0.002075,0.006523,2.200000,0.010391,-0.010872,2.200000,0.020782,0.002174,2.200000,0.018700,-0.006523,2.200000,0.012466,0.004349,2.200000,0.012466,0.000000,2.200000,0.008308,0.010880,2.200000,0.002075,0.008698,2.200000,0.008308,0.006523,2.200000,0.014549,-0.017403,2.200000,-0.002075,-0.019577,2.200000,0.012466,-0.013054,2.200000,0.014549,-0.010880,2.200000,0.012466,0.008698,2.200000,0.020782,0.010872
2.220000,0.024925,-0.006523,2.220000,0.022850,-0.015221,2.220000,0.004158,-0.008698,2.220000,0.002075,-0.013046,2.220000,-0.004158,-0.010872,2.220000,0.006233,0.004349,2.220000,0.002083,-0.017395,2.220000,0.022858,0.008698,2.220000,0.014542,-0.006523,2.220000,0.014542,0.002174,2.220000,0.012466,0.006523,2.220000,0.008308,0.006523,2.220000,0.012466,0.008698,2.220000,0.014542,0.002174,2.220000,0.010391,-0.013054,2.220000,0.006233,-0.019577,2.220000,0.012466,-0.013054,2.220000,0.012466,-0.017403,2.220000,0.014549,0.004349,2.220000,0.014549,0.010872
2.240000,0.020775,-0.006523,2.240000,0.020775,-0.010872,2.240000,0.002083,-0.013046,2.240000,-0.004158,-0.010872,2.240000,0.010391,-0.015221,2.240000,0.010384,0.002174,2.240000,0.002083,-0.017395,2.240000,0.018700,0.006523,2.240000,0.018700,-0.010872,2.240000,0.004150,0.002174,2.240000,0.012466,0.002174,2.240000,0.008308,0.004349,2.240000,0.008308,0.004349,2.240000,0.006233,0.002174,2.240000,0.010391,-0.015228,2.240000,0.002083,-0.010880,2.240000,0.014549,-0.013054,2.240000,0.010391,-0.006523,2.240000,0.014549,0.004349,2.240000,0.014549,0.008698
2.260000,0.018692,-0.017395,2.260000,0.020775,-0.008698,2.260000,0.012466,-0.013046,2.260000,0.000000,-0.010872,2.260000,0.004158,-0.015221,2.260000,0.006233,-0.004356,2.260000,0.004158,-0.008698,2.260000,0.020782,0.000000,2.260000,0.014542,-0.008698,2.260000,0.014542,0.002174,2.260000,0.010384,0.006523,2.260000,0.014542,0.000000,2.260000,0.012466,0.002174,2.260000,0.010384,0.004349,2.260000,0.016624,-0.015228,2.260000,0.002083,-0.013054,2.260000,0.016624,-0.013054,2.260000,0.018700,-0.008698,2.260000,0.020782,0.006523,2.260000,0.016624,0.010872
2.280000,-0.097656,-0.015221,2.280000,0.024925,-0.008698,2.280000,0.006233,-0.019577,2.280000,0.004158,-0.015221,2.280000,-0.002075,-0.013046,2.280000,0.006233,-0.004356,2.280000,0.008316,-0.010872,2.280000,0.014549,0.000000,2.280000,0.008308,0.000000,2.280000,0.014542,-0.002174,2.280000,0.006233,0.002174,2.280000,0.010384,0.000000,2.280000,0.010384,-0.002174,2.280000,0.012466,0.006523,2.280000,0.020782,-0.017403,2.280000,0.002083,-0.019577,2.280000,0.018700,-0.021751,2.280000,0.018700,-0.008698,2.280000,0.022858,0.019577,2.280000,0.012466,0.019569
2.300000,-0.255554,-0.019569,2.300000,0.018692,-0.019569,2.300000,0.000000,-0.015221,2.300000,0.004158,-0.008698,2.300000,0.004158,-0.013046,2.300000,0.006233,0.013046,2.300000,0.012466,-0.017395,2.300000,0.014549,0.004349,2.300000,0.010391,-0.006523,2.300000,0.006233,0.000000,2.300000,0.010384,0.006523,2.300000,0.010384,0.004349,2.300000,0.004150,-0.004349,2.300000,0.008308,0.004349,2.300000,0.016624,-0.010880,2.300000,0.000000,-0.017403,2.300000,0.006233,-0.010880,2.300000,0.022858,-0.010880,2.300000,0.014549,0.010872,2.300000,0.014549,0.013046
2.320000,-0.286720,-0.004349,2.320000,0.022850,-0.008698,2.320000,0.000000,-0.019577,2.320000,-0.002075,-0.010872,2.320000,0.004158,-0.008698,2.320000,0.004150,0.008698,2.320000,0.008316,-0.008698,2.320000,0.014549,0.004349,2.320000,0.012466,-0.008698,2.320000,0.004150,-0.004349,2.320000,0.002075,0.000000,2.320000,0.004150,0.006523,2.320000,0.006233,0.006523,2.320000,0.006233,0.006523,2.320000,0.010391,-0.010880,2.320000,-0.002075,-0.019577,2.320000,0.008316,-0.013054,2.320000,0.018700,-0.013054,2.320000,0.016624,0.010872,2.320000,0.012466,0.008698
2.340000,-0.218155,-0.017395,2.340000,0.018692,-0.013046,2.340000,0.006233,-0.017395,2.340000,0.002075,-0.010872,2.340000,0.002075,-0.017395,2.340000,0.008308,0.006523,2.340000,0.006233,-0.006523,2.340000,0.016624,-0.002174,2.340000,0.010391,-0.002174,2.340000,0.008308,0.006523,2.340000,0.008308,0.008698,2.340000,0.000000,0.006523,2.340000,0.012466,0.002174,2.340000,0.010384,-0.002174,2.340000,0.010391,-0.017403,2.340000,0.004158,-0.017403,2.340000,0.014549,-0.015228,2.340000,0.012466,-0.010880,2.340000,0.016624,0.010872,2.340000,0.008316,0.013046
2.360000,-0.120506,-0.010872,2.360000,0.018692,-0.006523,2.360000,0.004158,-0.010872,2.360000,0.000000,-0.010872,2.360000,-0.004158,-0.019569,2.360000,0.006233,0.008698,2.360000,0.008316,-0.013046,2.360000,0.020782,0.010872,2.360000,0.020775,-0.004349,2.360000,0.006233,0.002174,2.360000,0.012466,0.000000,2.360000,0.004150,0.004349,2.360000,0.010384,0.004349,2.360000,0.014542,0.000000,2.360000,0.012466,-0.013054,2.360000,0.006233,-0.010880,2.360000,0.010391,-0.023926,2.360000,0.016624,-0.015228,2.360000,0.012466,0.015228,2.360000,0.006233,0.000000
2.380000,0.008308,-0.013046,2.380000,0.027008,-0.008698,2.380000,0.012466,-0.015221,2.380000,0.004158,-0.015221,2.380000,0.000000,-0.019569,2.380000,0.008308,0.006523,2.380000,-0.002075,-0.010872,2.380000,0.012466,0.000000,2.380000,0.022858,-0.006523,2.380000,0.010384,-0.004349,2.380000,0.006233,0.008698,2.380000,0.002075,0.006523,2.380000,0.010384,0.004349,2.380000,0.014542,0.004349,2.380000,0.010391,-0.015228,2.380000,0.004158,-0.006523,2.380000,0.016624,-0.013054,2.380000,0.016624,-0.019577,2.380000,0.008316,0.008698,2.380000,0.018700,0.008698
2.400000,0.091415,-0.021744,2.400000,0.018692,-0.010872,2.400000,0.012466,-0.010872,2.400000,0.000000,-0.013046,2.400000,0.004158,-0.010872,2.400000,-0.002083,0.002174,2.400000,0.004158,-0.006523,2.400000,0.016624,-0.002174,2.400000,0.008308,-0.008698,2.400000,0.008308,0.004349,2.400000,0.008308,0.000000,2.400000,0.002075,0.002174,2.400000,0.010384,0.002174,2.400000,0.012466,0.000000,2.400000,0.008316,-0.021751,2.400000,-0.004150,-0.013054,2.400000,0.014549,-0.015228,2.400000,0.016624,-0.017403,2.400000,0.018700,0.004349,2.400000,0.018700,0.008698
2.420000,0.135048,-0.017395,2.420000,0.027008,-0.004349,2.420000,0.010391,-0.008698,2.420000,-0.006233,-0.013046,2.420000,0.002075,-0.010872,2.420000,0.008308,-0.002174,2.420000,0.006233,-0.008698,2.420000,0.016624,0.004349,2.420000,0.014542,-0.004349,2.420000,0.006233,0.002174,2.420000,0.004150,0.004349,2.420000,0.006233,0.004349,2.420000,0.010384,0.004349,2.420000,0.012466,0.004349,2.420000,0.010391,-0.006523,2.420000,-0.002075,-0.010880,2.420000,0.012466,-0.015228,2.420000,0.006233,-0.008698,2.420000,0.012466,0.004349,2.420000,0.012466,0.008698
2.440000,0.124657,-0.017395,2.440000,0.022850,-0.010872,2.440000,0.008316,-0.008698,2.440000,-0.002075,-0.008698,2.440000,0.004158,-0.017395,2.440000,0.004150,0.006523,2.440000,0.006233,-0.010872,2.440000,0.016624,0.004349,2.440000,0.006233,-0.004349,2.440000,0.012466,0.008698,2.440000,0.010384,0.006523,2.440000,0.010384,0.004349,2.440000,0.006233,0.000000,2.440000,0.012466,0.008698,2.440000,0.012466,-0.015228,2.440000,0.002083,-0.021751,2.440000,0.010391,-0.015228,2.440000,0.018700,-0.010880,2.440000,0.016624,0.017403,2.440000,0.018700,0.017395
2.460000,0.062325,-0.019569,2.460000,0.022850,-0.008698,2.460000,0.000000,-0.013046,2.460000,-0.002075,-0.015221,2.460000,0.008308,-0.010872,2.460000,0.004150,0.017395,2.460000,0.006233,-0.006523,2.460000,0.014549,0.008698,2.460000,0.006233,-0.008698,2.460000,0.000000,-0.002174,2.460000,0.012466,0.002174,2.460000,0.014542,0.000000,2.460000,0.008308,0.008698,2.460000,0.016617,0.004349,2.460000,0.012466,-0.017403,2.460000,-0.004150,-0.013054,2.460000,0.012466,-0.015228,2.460000,0.016624,-0.006523,2.460000,0.014549,0.002174,2.460000,0.014549,0.010872
2.480000,0.035316,-0.013046,2.480000,0.018692,-0.010872,2.480000,-0.002075,-0.015221,2.480000,0.006233,-0.008698,2.480000,0.000000,-0.015221,2.480000,0.004150,0.006523,2.480000,0.006233,-0.008698,2.480000,0.018700,0.006523,2.480000,0.012466,-0.013046,2.480000,0.014542,-0.002174,2.480000,0.004150,0.006523,2.480000,0.012466,0.002174,2.480000,0.012466,0.004349,2.480000,0.012466,0.004349,2.480000,0.014549,-0.017403,2.480000,0.000000,-0.013054,2.480000,0.006233,-0.017403,2.480000,0.014549,-0.010880,2.480000,0.016624,0.010872,2.480000,0.018700,0.010872
2.500000,0.020775,-0.015221,2.500000,0.024925,-0.013046,2.500000,0.004158,-0.010872,2.500000,0.000000,-0.010872,2.500000,0.006233,-0.013046,2.500000,0.006233,0.006523,2.500000,0.006233,-0.006523,2.500000,0.020782,0.006523,2.500000,0.016624,0.000000,2.500000,0.008308,-0.004349,2.500000,0.004150,-0.002174,2.500000,0.006233,0.004349,2.500000,0.006233,0.000000,2.500000,0.012466,-0.002174,2.500000,0.012466,-0.013054,2.500000,-0.002075,-0.004349,2.500000,0.008316,-0.006523,2.500000,0.008316,-0.017403,2.500000,0.018700,0.015228,2.500000,0.014549,0.010872
2.520000,0.018692,-0.019569,2.520000,0.016617,-0.008698,2.520000,0.006233,-0.013046,2.520000,0.002075,-0.006523,2.520000,0.008308,-0.013046,2.520000,0.000000,0.004349,2.520000,0.000000,-0.004349,2.520000,0.016624,-0.002174,2.520000,0.014542,-0.008698,2.520000,0.000000,-0.008698,2.520000,0.010384,0.000000,2.520000,0.012466,0.002174,2.520000,0.002075,0.006523,2.520000,0.008308,0.000000,2.520000,0.016624,-0.013054,2.520000,-0.002075,-0.013054,2.520000,0.016624,-0.010880,2.520000,0.012466,-0.008698,2.520000,0.010391,0.008698,2.520000,0.008316,0.013046
2.540000,0.024925,-0.013046,2.540000,0.020775,-0.013046,2.540000,0.002083,-0.013046,2.540000,-0.004158,-0.010872,2.540000,0.008308,-0.015221,2.540000,-0.002083,0.004349,2.540000,0.004158,-0.010872,2.540000,0.022858,0.000000,2.540000,0.010391,-0.006523,2.540000,0.010384,0.002174,2.540000,0.010384,-0.006523,2.540000,0.012466,0.006523,2.540000,0.004150,0.008698,2.540000,0.012466,0.004349,2.540000,0.016624,-0.015228,2.540000,-0.002075,-0.019577,2.540000,0.016624,-0.013054,2.540000,0.018700,-0.010880,2.540000,0.020782,0.013054,2.540000,0.012466,0.008698
2.560000,0.027008,-0.015221,2.560000,0.016617,-0.015221,2.560000,0.004158,-0.010872,2.560000,-0.006233,-0.013046,2.560000,0.006233,-0.008698,2.560000,0.002075,0.008698,2.560000,0.004158,-0.015221,2.560000,0.016624,0.000000,2.560000,0.008308,-0.010872,2.560000,0.008308,-0.002174,2.560000,0.006233,-0.004349,2.560000,0.004150,0.000000,2.560000,0.004150,0.010880,2.560000,0.010384,-0.004349,2.560000,0.016624,-0.013054,2.560000,-0.004150,-0.021751,2.560000,0.014549,-0.015228,2.560000,0.014549,-0.008698,2.560000,0.016624,0.000000,2.560000,0.012466,0.006523
2.580000,0.024925,-0.019569,2.580000,-0.683556,-0.015221,2.580000,0.012466,-0.010872,2.580000,0.000000,-0.017395,2.580000,0.000000,-0.015221,2.580000,0.002075,0.002174,2.580000,0.010391,-0.015221,2.580000,0.018700,-0.004349,2.580000,0.020775,-0.010872,2.580000,0.008308,-0.002174,2.580000,0.008308,0.006523,2.580000,0.010384,0.000000,2.580000,0.008308,-0.002174,2.580000,0.004150,0.000000,2.580000,0.010391,-0.015228,2.580000,0.000000,-0.010880,2.580000,0.014549,-0.013054,2.580000,0.016624,-0.008698,2.580000,0.018700,0.006523,2.580000,0.016624,0.010872
2.600000,0.024925,-0.013046,2.600000,-7.307144,2.240227,2.600000,0.006233,-0.013046,2.600000,-0.004158,-0.017395,2.600000,0.004158,-0.015221,2.600000,0.000000,0.000000,2.600000,0.002083,-0.006523,2.600000,0.020782,0.004349,2.600000,0.014542,-0.006523,2.600000,0.004150,0.000000,2.600000,0.012466,0.002174,2.600000,0.014542,0.000000,2.600000,0.004150,0.002174,2.600000,0.014542,0.008698,2.600000,0.010391,-0.017403,2.600000,0.000000,-0.006523,2.600000,0.014549,-0.008698,2.600000,0.014549,-0.019577,2.600000,0.020782,0.013054,2.600000,0.010391,0.008698
